""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSMUSG00000038437"	2706.91846829183	0.402103648604297	0.509431223692693	0.789318812634973	0.429925693926659	0.725503344108326
"ENSMUSG00000030469"	299.64006874426	-1.4812337081949	0.569734804855835	-2.5998652277698	0.00932603790307302	0.102511645492889
"ENSMUSG00000024212"	1279.16306845675	-0.634459773240495	0.284381544148166	-2.23101599346382	0.0256800696274337	0.183025108719909
"ENSMUSG00000028496"	242.826688709303	0.342643879771406	0.594715747773303	0.576147312483841	0.564515614244142	0.81424948617899
"ENSMUSG00000060862"	558.334916460623	-0.886792828790913	0.354768057129829	-2.4996411344508	0.0124319169027691	0.122055263213457
"ENSMUSG00000022863"	799.504171844847	1.14075938055608	0.662219093299926	1.72263136490301	0.0849552092993704	0.337604614346193
"ENSMUSG00000020423"	1200.80131062949	-0.130726097421813	0.530717474597028	-0.246319564889158	0.805434865845621	0.932931122259432
"ENSMUSG00000036478"	1349.90948444338	0.133423886862819	0.360302647156876	0.370310592818725	0.711151082034296	0.890621945537221
"ENSMUSG00000075046"	7.73428771431404	-1.23908350699378	1.37309904428866	-0.902399220324047	0.366844835135687	0.679162379424133
"ENSMUSG00000063895"	7252.78452984662	0.587798457477596	0.315352290224183	1.8639422502996	0.0623298146193396	0.284703534487879
"ENSMUSG00000033054"	4123.56081962298	0.169622289339825	0.240996357376337	0.703837564959311	0.481533936903827	0.761794210209309
"ENSMUSG00000075271"	302.097618685167	-0.53111479507946	0.36250536533191	-1.46512257713254	0.142887477953207	0.43863710381452
"ENSMUSG00000033128"	2083.64939608601	-0.283946213030751	0.266202989761444	-1.06665298269267	0.286128565838246	0.606758383771125
"ENSMUSG00000020740"	2402.46797180704	-0.352192557006056	0.204732811522497	-1.7202545815054	0.0853861754255362	0.338409057764569
"ENSMUSG00000025006"	356.438938609732	0.746435065419646	0.40195602713365	1.85700677445361	0.0633101902750219	0.286613991168757
"ENSMUSG00000022091"	765.649856308242	-0.835168186841044	0.489979829858086	-1.70449503417913	0.0882886429983283	0.343615992121775
"ENSMUSG00000047907"	14.8320332345594	0.315703093996942	0.890422075396698	0.354554432914628	0.722923418275614	0.896653349043057
"ENSMUSG00000021217"	102.212763059097	-0.943476934547762	0.553150281606994	-1.70564305202341	0.0880745585293977	0.343129015030185
"ENSMUSG00000046982"	157.574876960406	-0.578135281498269	0.450192656636786	-1.28419527279119	0.199073638820023	0.518590510365604
"ENSMUSG00000057265"	17.5998384035716	-0.923955996522663	1.1881049928018	-0.777672008888524	0.436762397771201	0.731308460490018
"ENSMUSG00000042570"	2171.11599920542	0.30374120461927	0.213051141133367	1.42567274225081	0.153962828092725	0.454831226340134
"ENSMUSG00000032727"	434.329538101393	-0.358950794243465	0.406743700039125	-0.882498718994141	0.377507172192687	0.686982660893084
"ENSMUSG00000021662"	1018.68015748132	1.14469752969237	0.390801488007856	2.92910228036121	0.00339942542403742	0.0555435913541801
"ENSMUSG00000013736"	1190.19581808122	-0.769620133166091	0.396633387979967	-1.94038161307026	0.0523333294797519	0.261250891057312
"ENSMUSG00000036885"	651.298981368111	0.241436302136824	0.343420829660801	0.70303336689068	0.482034955640652	0.761829771843123
"ENSMUSG00000042292"	3484.17100876683	0.0876905406052856	0.361350606387478	0.242674397261851	0.80825764267754	0.934478189912602
"ENSMUSG00000009569"	814.826761433935	0.227618489841091	0.257600643449316	0.883609942868313	0.37690680981448	0.686840320669637
